Algorithm	Matrix type	Avg silhouette	k	Silhouette	Gene k	Gene silhouette	Gene sims	Protein sims	Cluster count	Gene cluster count	Used attributes
pam	binary	0.19177199298881975	2	0.18098182688992404	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :biological_process, :cellular_component]
pam	jaccard	0.17760414041319086	3	0.2020879957182042	3	0.15312028510817752	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""DNA binding""], 2=>[""Developmental protein"", ""Differentiation"", ""mRNA transport"", ""SH3-binding"", ""Translation regulation"", ""Transport"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Metal-binding"", ""Tricarboxylic acid cycle"", ""Zinc"", ""Zinc-finger"", ""Cell membrane"", ""Lipoprotein"", ""Prenylation"", ""Spliceosome"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""Skin"", ""Ovarian carcinoma"", ""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Cell differentiation"", ""MRNA transport"", ""Multicellular organismal development"", ""Regulation of translation"", ""Gene expression"", ""RNA splicing via transesterification reactions"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Nuclear body"", ""Nucleoplasm"", ""U12-type spliceosomal complex"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Intracellular membrane-bounded organelle"", ""Poly(A) RNA binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Iron-sulfur cluster binding"", ""Metal ion binding"", ""MRNA 5'-UTR binding"", ""GTPase activity""], 3=>[""Axon guidance"", ""Small GTPase mediated signal transduction"", ""Membrane""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""Nucleotide binding""], 3=>[""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""RNA-binding"", ""RNA binding""]}"	{1=>21, 2=>10, 3=>31}	{1=>14, 2=>4, 3=>3}	[:keywords, :biological_process, :cellular_component]
pam	binary	0.21164376897766052	2	0.22072537886760557	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :biological_process, :molecular_function]
pam	jaccard	0.23089918340884752	2	0.2592362077299795	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :biological_process, :molecular_function]
pam	binary	0.22527826000290435	2	0.24799436091809324	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :cellular_component, :molecular_function]
pam	jaccard	0.23244193482293884	2	0.2623217105581622	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :cellular_component, :molecular_function]
pam	jaccard	0.1294150819821967	5	0.12643009148540468	3	0.13240007247898875	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""DNA binding""], 2=>[""Transport"", ""Spliceosome"", ""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Nuclear body"", ""Cytosol"", ""Nucleic acid binding""], 3=>[""Nonsense-mediated mRNA decay"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Regulation of translation"", ""Intracellular"", ""Membrane"", ""Poly(A) binding""]}"	"{1=>[""Small GTPase mediated signal transduction""], 2=>[""Zinc ion binding""], 3=>[""Brain"", ""Nucleus""], 4=>[""Spliceosome"", ""Spliceosome"", ""Spliceosomal complex""], 5=>[""Actin cytoskeleton organization"", ""Membrane"", ""GTPase activity""]}"	{1=>22, 2=>7, 3=>17, 4=>9, 5=>7}	{1=>10, 2=>8, 3=>3}	[:tissues, :pathways, :biological_process]
pam	jaccard	0.16298204696865687	3	0.137802044863965	2	0.18816204907334871	"{1=>[""Spliceosome"", ""MRNA splicing via spliceosome"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Cytosol"", ""Perinuclear region of cytoplasm"", ""Nuclear body""], 2=>[""Lung"", ""Membrane"", ""Intracellular""]}"	"{1=>[""Cytoplasm"", ""Brain"", ""Nucleus"", ""Cytoplasm""], 2=>[""Nucleotide-binding"", ""GTP binding""], 3=>[""Acetylation"", ""Repeat"", ""Spliceosome"", ""Spliceosome"", ""MRNA processing"", ""RNA splicing"", ""Spliceosomal complex"", ""Nucleotide binding""]}"	{1=>24, 2=>28, 3=>10}	{1=>16, 2=>5}	[:tissues, :pathways, :cellular_component]
pam	jaccard	0.17362200157773214	2	0.14016815958057124	3	0.20707584357489303	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>26, 2=>36}	{1=>14, 2=>5, 3=>2}	[:tissues, :pathways, :molecular_function]
pam	binary	0.18566992191750087	2	0.13961019386824633	3	0.23172964996675538	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Intracellular"", ""Nucleic acid binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""Acetylation"", ""Cytoplasm"", ""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""Repeat"", ""RNA-binding"", ""MRNA processing"", ""RNA splicing"", ""Nucleus"", ""Nucleotide binding"", ""RNA binding""]}"	{1=>40, 2=>22}	{1=>13, 2=>5, 3=>3}	[:tissues, :biological_process, :cellular_component]
pam	jaccard	0.17551441920125666	2	0.1334012888353506	3	0.21762754956716268	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Leukocyte transendothelial migration"", ""Regulation of actin cytoskeleton"", ""Pathways in cancer"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Intracellular""]}"	"{1=>[""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""Acetylation"", ""Repeat"", ""Cytoplasm"", ""Brain"", ""MRNA processing"", ""RNA splicing"", ""Nucleus"", ""Cytoplasm"", ""RNA binding""], 2=>[""Nucleotide-binding"", ""GTP binding""]}"	{1=>30, 2=>32}	{1=>14, 2=>4, 3=>3}	[:tissues, :biological_process, :cellular_component]
pam	binary	0.2025993917285276	2	0.19812305547763542	3	0.20707572797941978	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>25, 2=>37}	{1=>14, 2=>5, 3=>2}	[:tissues, :biological_process, :molecular_function]
pam	jaccard	0.18062358307214607	2	0.15868500705657665	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:tissues, :biological_process, :molecular_function]
pam	binary	0.23574607587054341	3	0.24048223071442218	2	0.23100992102666462	"{1=>[""Acetylation"", ""Direct protein sequencing"", ""Phosphoprotein"", ""Metal-binding"", ""Cytoplasm"", ""DNA-binding"", ""Activator"", ""Transcription"", ""Transcription regulation"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Tricarboxylic acid cycle"", ""Transcriptional misregulation in cancer"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""Transcription DNA-templated"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Regulation of translation"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Spliceosomal complex"", ""Cytoplasm"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Intracellular membrane-bounded organelle"", ""Metal ion binding"", ""MRNA binding"", ""Zinc ion binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Iron-sulfur cluster binding"", ""MRNA 5'-UTR binding""], 2=>[""3D-structure"", ""Membrane""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""], 3=>[""Cytoplasm"", ""Cytosol""]}"	{1=>21, 2=>36, 3=>5}	{1=>15, 2=>6}	[:tissues, :cellular_component, :molecular_function]
pam	jaccard	0.18366812859497844	2	0.15993193065288974	3	0.20740432653706714	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>23, 2=>39}	{1=>14, 2=>5, 3=>2}	[:tissues, :cellular_component, :molecular_function]
hclust	jaccard	0.20425407740688617	2	0.10555199581859126	2	0.3029561589951811	"{1=>[""3D-structure"", ""Acetylation"", ""Direct protein sequencing"", ""Phosphoprotein"", ""Spliceosome"", ""Cytoplasm"", ""Alternative splicing"", ""Methylation"", ""Transcriptional misregulation in cancer"", ""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Spliceosomal complex"", ""Cytoplasm"", ""Ribonucleoprotein complex"", ""Zinc ion binding""], 2=>[""Activator"", ""Stress granule assembly"", ""Small GTPase mediated signal transduction"", ""Perinuclear region of cytoplasm""]}"	"{1=>[""RNA binding""], 2=>[""Acetylation"", ""Cytoplasm"", ""mRNA processing"", ""mRNA splicing"", ""Repeat"", ""Spliceosome"", ""MRNA processing"", ""RNA splicing"", ""Cytoplasmic stress granule"", ""Ribonucleoprotein complex"", ""Spliceosomal complex"", ""MRNA binding"", ""Nucleotide binding""]}"	{1=>57, 2=>5}	{1=>19, 2=>2}	[:tissues, :cellular_component, :molecular_function]
pam	jaccard	0.16656369181482236	5	0.16377188305315535	2	0.16935550057648938	"{1=>[""Acetylation"", ""Direct protein sequencing"", ""Phosphoprotein"", ""Metal-binding"", ""Cytoplasm"", ""DNA-binding"", ""Activator"", ""Transcription"", ""Transcription regulation"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Tricarboxylic acid cycle"", ""Transcriptional misregulation in cancer"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""MRNA splicing via spliceosome"", ""Transcription DNA-templated"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Regulation of translation"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Spliceosomal complex"", ""Cytoplasm"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Perinuclear region of cytoplasm"", ""Intracellular membrane-bounded organelle"", ""Metal ion binding"", ""MRNA binding"", ""Zinc ion binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Iron-sulfur cluster binding"", ""MRNA 5'-UTR binding""], 2=>[""3D-structure"", ""Membrane""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""Membrane"", ""GTP binding""], 2=>[""Zinc ion binding""], 3=>[""Nucleus""], 4=>[""Acetylation"", ""Methylation"", ""Repeat"", ""Ribonucleoprotein"", ""Spliceosome"", ""Spliceosome"", ""Nucleoplasm"", ""Spliceosomal complex""], 5=>[""Metal-binding"", ""Cytoplasm"", ""Cytosol"", ""Metal ion binding""]}"	{1=>19, 2=>8, 3=>18, 4=>10, 5=>7}	{1=>14, 2=>7}	[:pathways, :biological_process, :cellular_component]
pam	binary	0.21473268280404945	2	0.22238963762867908	3	0.20707572797941978	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>25, 2=>37}	{1=>14, 2=>5, 3=>2}	[:pathways, :biological_process, :molecular_function]
pam	jaccard	0.22191671838065247	5	0.17698396021105464	2	0.26684947655025026	"{1=>[""Activator""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Developmental protein"", ""Differentiation"", ""mRNA transport"", ""SH3-binding"", ""Translation regulation"", ""Transport"", ""3D-structure"", ""Direct protein sequencing"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Metal-binding"", ""Tricarboxylic acid cycle"", ""Zinc"", ""Zinc-finger"", ""Cell membrane"", ""Lipoprotein"", ""Membrane"", ""Prenylation"", ""Spliceosome"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Transcriptional misregulation in cancer"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""Lung"", ""Skin"", ""Ovarian carcinoma"", ""MRNA splicing via spliceosome"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Cell differentiation"", ""MRNA transport"", ""Multicellular organismal development"", ""Regulation of translation"", ""Gene expression"", ""RNA splicing via transesterification reactions"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Spliceosomal complex"", ""Ribonucleoprotein complex"", ""Perinuclear region of cytoplasm"", ""Nuclear body"", ""Nucleoplasm"", ""U12-type spliceosomal complex"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Intracellular membrane-bounded organelle"", ""Poly(A) binding"", ""Nucleic acid binding"", ""Zinc ion binding"", ""Poly(A) RNA binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Iron-sulfur cluster binding"", ""Metal ion binding"", ""MRNA 5'-UTR binding"", ""GTPase activity""]}"	"{1=>[""Intracellular""], 2=>[""MRNA processing"", ""RNA splicing"", ""Nucleus""], 3=>[""Zinc ion binding""], 4=>[""Acetylation"", ""Alternative splicing"", ""Ribonucleoprotein"", ""Spliceosome"", ""Spliceosome"", ""Nucleoplasm"", ""Spliceosomal complex""], 5=>[""Cell membrane"", ""Lipoprotein"", ""Methylation"", ""Prenylation"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Wnt signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Leukocyte transendothelial migration"", ""Neurotrophin signaling pathway"", ""Regulation of actin cytoskeleton"", ""Bacterial invasion of epithelial cells"", ""Pathways in cancer"", ""Viral carcinogenesis"", ""Proteoglycans in cancer"", ""Colorectal cancer"", ""Salmonella infection"", ""MAPK signaling pathway"", ""VEGF signaling pathway"", ""Fc gamma R-mediated phagocytosis"", ""Pancreatic cancer"", ""Actin cytoskeleton organization"", ""GTP catabolic process"", ""Cytoplasm"", ""Cytosol"", ""GTPase activity""]}"	{1=>15, 2=>29, 3=>7, 4=>5, 5=>6}	{1=>17, 2=>4}	[:pathways, :biological_process, :molecular_function]
